    97	gran	  106991	   70131
    98	país	  104568	   68542
    99	según 	  104204	   68304
   100	menos  	  103498	   67841
   101	mundo  	  101745	   66692
   102	año 	  100790	   66066
   103	antes	  100761	   66047
   104	estado 	  100757	   66044
   105	contra	  100403	   65812
   106	sino	   98145	   64332
   107	forma	   97165	   63690
   108	caso 	   96979	   63568
   109	nada 	   96340	   63149
   110	hacer	   96063	   62968
   111	general	   95768	   62774
   112	estaba 	   93607	   61358
   113	poco 	   92205	   60439
   114	estos	   91398	   59910
   115	presidente	   91350	   59878
   116	mayor 	   90166	   59102
   117	ante	   87990	   57676
   118	unos 	   86747	   56861
   119	les	   86363	   56609
   120	algo	   85999	   56371
   121	hacia	   85122	   55796
   122	casa 	   85064	   55758
   123	ellos	   84636	   55477
   124	ayer	   84310	   55264
   125	hecho 	   83898	   54994
   126	primera	   83428	   54685
   127	mucho  	   83240	   54562
   128	mientras	   82630	   54162
   129	además  	   82576	   54127
   130	quien	   82555	   54113
   131	momento  	   82132	   53836
   132	millones	   81999	   53749
   133	esto	   81979	   53736
   134	españa 	   80195	   52566
   135	hombre 	   80152	   52538
   136	están	   79844	   52336
   137	pues 	   79642	   52204
   138	hoy 	   78479	   51441
   139	lugar	   78250	   51291
   140	madrid 	   77837	   51021
   141	nacional	   77541	   50827
   142	trabajo	   77478	   50785
   143	otras	   77428	   50753
   144	mejor	   77315	   50678
   145	nuevo 	   77262	   50644
   146	decir	   76867	   50385
   147	algunos 	   76107	   49887
   148	entonces 	   75706	   49624
   149	todas	   75517	   49500
   150	días	   75144	   49255
   151	debe 	   74229	   48656
   152	política	   73464	   48154
   153	cómo 	   73100	   47916
   154	casi	   72965	   47827
   155	toda	   72248	   47357
   156	tal	   71419	   46814
   157	luego	   70522	   46226
   158	pasado 	   70484	   46201
   159	primer	   69918	   45830
   160	medio 	   69273	   45407
   161	va	   69098	   45292
   162	estas	   69071	   45275
   163	sea 	   68921	   45176
   164	tenía	   67093	   43978
   165	nunca 	   66939	   43877
   166	poder	   66900	   43852
   167	aquí	   66821	   43800
   168	ver	   66479	   43576
   169	veces 	   66441	   43551
   170	embargo 	   66116	   43338
   171	partido	   65492	   42929
   172	personas 	   65410	   42875
   173	grupo	   65390	   42862
   174	cuenta 	   65368	   42847
   175	pueden 	   63889	   41878
   176	tienen	   63652	   41723
   177	misma  	   63462	   41598
   178	nueva 	   63427	   41575
   179	cual	   62309	   40842
   180	fueron	   62220	   40784
   181	mujer	   61936	   40598
   182	frente	   61469	   40292
   183	josé	   61080	   40037
   184	tras	   60064	   39371
   185	cosas 	   59580	   39053
   186	fin	   59108	   38744
   187	ciudad	   59049	   38705
   188	he	   58965	   38650
   189	social	   58484	   38335
   190	manera 	   58134	   38106
   191	tener	   58029	   38037
   192	sistema 	   57810	   37893
   193	será	   57808	   37892
   194	historia	   57791	   37881
   195	muchos  	   57523	   37705
   196	juan	   57204	   37496
   197	tipo	   56606	   37104
   198	cuatro	   56570	   37080
   199	dentro	   56565	   37077
   200	nuestro	   56307	   36908
   201	punto	   56259	   36877
   202	dice	   56253	   36873
   203	ello	   55768	   36555
   204	cualquier	   55361	   36288
   205	noche 	   55281	   36235
   206	aún 	   54761	   35895
   207	agua 	   54702	   35856
   208	parece 	   54554	   35759
   209	haber	   54150	   35494
   210	situación	   54020	   35409
   211	fuera	   53979	   35382
   212	bajo	   53243	   34900
   213	grandes 	   52362	   34322
   214	nuestra	   52321	   34295
   215	ejemplo 	   51803	   33956
   216	acuerdo 	   51485	   33747
   217	habían	   50397	   33034
   218	usted	   50073	   32822
   219	estados 	   49814	   32652
   220	hizo	   49733	   32599
   221	nadie	   49689	   32570
   222	países	   49445	   32410
   223	horas	   49389	   32373
   224	posible	   49082	   32172
   225	tarde	   48963	   32094
   226	ley	   48945	   32082
   227	importante	   48397	   31723
   228	guerra	   48391	   31719
   229	desarrollo	   48378	   31711
   230	proceso 	   48064	   31505
   231	realidad	   47650	   31233
   232	sentido	   47559	   31174
   233	lado	   47315	   31014
   234	mí	   47248	   30970
   235	tu	   47057	   30845
   236	cambio 	   46814	   30685
   237	allí	   46771	   30657
   238	mano 	   46657	   30583
   239	eran	   46367	   30392
   240	estar	   46282	   30337
   241	san 	   46004	   30155
   242	número 	   45985	   30142
   243	sociedad 	   45974	   30135
   244	unas 	   45565	   29867
   245	centro	   45456	   29795
   246	padre	   45236	   29651
   247	gente	   45235	   29650
   248	final	   44920	   29444
   249	relación	   44617	   29245
   250	cuerpo 	   44470	   29149
   251	obra	   44308	   29043
   252	incluso	   44285	   29028
   253	través	   44212	   28980
   254	último	   44086	   28897
   255	madre 	   43697	   28642
   256	mis 	   43564	   28555
   257	modo 	   43478	   28499
   258	problemas 	   43295	   28379
   259	cinco	   43283	   28371
   260	carlos	   42834	   28077
   261	hombres 	   42544	   27887
   262	información	   42423	   27807
   263	ojos	   42371	   27773
   264	muerte 	   42341	   27753
   265	nombre 	   42284	   27716
   266	algunas 	   42223	   27676
   267	público	   42201	   27662
   268	mujeres 	   42094	   27592
   269	siglo	   41890	   27458
   270	todavía	   41792	   27394
   271	meses  	   41650	   27301
   272	mañana  	   41368	   27116
   273	esos 	   41184	   26995
   274	nosotros	   40870	   26789
   275	hora	   40581	   26600
   276	muchas  	   40566	   26590
   277	pueblo	   40425	   26498
   278	alguna	   40406	   26485
   279	dar	   40396	   26479
   280	problema 	   40295	   26412
   281	don 	   40224	   26366
   282	da	   40191	   26344
   283	tú	   40119	   26297
   284	derecho 	   39939	   26179
   285	verdad	   39924	   26169
   286	maría	   39812	   26096
   287	unidos	   39806	   26092
   288	podría	   39797	   26086
   289	sería	   39731	   26043
   290	junto	   39521	   25905
   291	cabeza 	   39451	   25859
   292	aquel	   39377	   25811
   293	luis	   39370	   25806
   294	cuanto 	   38519	   25248
   295	tierra	   38352	   25139
   296	equipo	   38214	   25048
   297	segundo 	   38160	   25013
   298	director	   38096	   24971
   299	dicho	   38074	   24957
   300	cierto	   37979	   24894
   301	casos 	   37796	   24774
   302	manos  	   37736	   24735
   303	nivel	   37419	   24527
   304	podía	   37403	   24517
   305	familia	   37376	   24499
   306	largo	   37315	   24459
   307	partir	   37278	   24435
   308	falta	   37196	   24381
   309	llegar	   37054	   24288
   310	propio	   36979	   24239
   311	ministro	   36337	   23818
   312	cosa 	   36267	   23772
   313	primero	   36232	   23749
   314	seguridad	   36054	   23632
   315	hemos  	   35988	   23589
   316	mal 	   35964	   23573
   317	trata	   35744	   23429
   318	algún	   35564	   23311
   319	tuvo	   35490	   23263
   320	respecto	   35394	   23200
   321	semana  	   35354	   23174
   322	varios	   35315	   23148
   323	real	   35222	   23087
   324	sé	   35154	   23042
   325	voz	   34982	   22930
   326	paso 	   34921	   22890
   327	señor	   34905	   22879
   328	mil	   34834	   22833
   329	quienes 	   34743	   22773
   330	proyecto	   34716	   22755
   331	mercado 	   34677	   22730
   332	mayoría 	   34634	   22702
   333	luz	   34617	   22690
   334	claro	   34589	   22672
   335	iba	   34380	   22535
   336	éste	   34338	   22508
   337	pesetas 	   34204	   22420
   338	orden	   33982	   22274
   339	español 	   33920	   22234
   340	buena 	   33759	   22128
   341	quiere	   33735	   22112
   342	aquella	   33723	   22104
   343	programa 	   33620	   22037
   344	palabras	   33485	   21948
   345	internacional	   33448	   21924
   346	van	   33398	   21891
   347	esas 	   33382	   21881
   348	segunda 	   33363	   21869
   349	empresa 	   33301	   21828
   350	puesto 	   33254	   21797
   351	ahí	   33248	   21793
   352	propia	   33149	   21728
   353	m 	   33099	   21695
   354	libro	   33056	   21667
   355	igual	   32950	   21598
   356	político	   32928	   21583
   357	persona 	   32756	   21471
   358	últimos	   32689	   21427
   359	ellas	   32635	   21391
   360	total	   32539	   21328
   361	creo	   32504	   21305
   362	tengo	   32413	   21246
   363	dios	   32373	   21220
   364	c	   32345	   21201
   365	española 	   32140	   21067
   366	condiciones 	   32094	   21037
   367	méxico 	   32084	   21030
   368	fuerza	   32082	   21029
   369	solo	   32010	   20982
   370	único	   31999	   20974
   371	acción	   31789	   20837
   372	amor 	   31690	   20772
   373	policía	   31598	   20712
   374	puerta	   31503	   20649
   375	pesar	   31436	   20605
   376	zona 	   31365	   20559
   377	sabe 	   31358	   20554
   378	calle	   31330	   20536
   379	interior	   31198	   20449
   380	tampoco 	   31014	   20329
   381	música 	   30968	   20299
   382	ningún	   30962	   20295
   383	vista	   30952	   20288
   384	campo  	   30775	   20172
   385	buen 	   30756	   20160
   386	hubiera	   30754	   20158
   387	saber	   30644	   20086
   388	obras	   30575	   20041
   389	razón	   30539	   20017
   390	ex	   30522	   20006
   391	niños	   30449	   19958
   392	presencia	   30426	   19943
   393	tema 	   30398	   19925
   394	dinero	   30386	   19917
   395	comisión 	   30350	   19894
   396	antonio	   30339	   19886
   397	servicio	   30318	   19873
   398	hijo	   30298	   19859
   399	última	   30269	   19840
   400	ciento	   30146	   19760
   401	estoy	   30136	   19753
   402	hablar	   30127	   19747
   403	dio	   30123	   19745
   404	minutos 	   30012	   19672
   405	producción 	   29875	   19582
   406	camino 	   29830	   19553
   407	seis	   29812	   19541
   408	quién	   29760	   19507
   409	fondo	   29750	   19500
   410	dirección	   29708	   19473
   411	papel	   29702	   19469
   412	demás  	   29623	   19417
   413	barcelona	   29613	   19410
   414	idea	   29613	   19410
   415	especial	   29458	   19309
   416	diferentes	   29378	   19256
   417	dado 	   29292	   19200
   418	base 	   29243	   19168
   419	capital	   29220	   19153
   420	ambos  	   29178	   19125
   421	europa 	   29171	   19121
   422	libertad	   29119	   19087
   423	relaciones	   29055	   19045
   424	espacio 	   28844	   18906
   425	medios 	   28828	   18896
   426	ir	   28757	   18849
   427	actual	   28719	   18824
   428	población	   28668	   18791
   429	empresas  	   28653	   18781
   430	estudio	   28640	   18773
   431	salud	   28630	   18766
   432	servicios	   28547	   18712
   433	haya 	   28528	   18699
   434	principio	   28476	   18665
   435	siendo	   28468	   18660
   436	cultura	   28382	   18604
   437	anterior	   28310	   18556
   438	alto	   28306	   18554
   439	media 	   28292	   18545
   440	mediante 	   28252	   18518
   441	primeros	   28193	   18480
   442	arte	   28165	   18461
   443	paz 	   28159	   18457
   444	sector	   28156	   18455
   445	imagen 	   28109	   18425
   446	medida 	   28101	   18419
   447	deben 	   28008	   18358
   448	datos	   28003	   18355
   449	consejo 	   27968	   18332
   450	personal	   27930	   18307
   451	interés	   27919	   18300
   452	julio	   27919	   18300
   453	grupos 	   27863	   18263
   454	miembros  	   27843	   18250
   455	ninguna 	   27822	   18236
   456	existe	   27779	   18208
   457	cara	   27756	   18193
   458	edad 	   27731	   18177
   459	etc	   27709	   18162
   460	movimiento 	   27696	   18154
   461	visto	   27677	   18141
   462	llegó	   27556	   18062
   463	puntos 	   27488	   18018
   464	actividad	   27283	   17883
   465	bueno 	   27256	   17865
   466	uso 	   27235	   17852
   467	niño	   27157	   17801
   468	difícil	   27109	   17769
   469	joven	   27024	   17713
   470	futuro	   26989	   17690
   471	aquellos	   26975	   17681
   472	mes 	   26958	   17670
   473	pronto	   26934	   17654
   474	soy 	   26903	   17634
   475	hacía	   26850	   17599
   476	nuevos 	   26828	   17585
   477	nuestros	   26789	   17559
   478	estaban 	   26694	   17497
   479	posibilidad	   26611	   17443
   480	sigue	   26580	   17422
   481	cerca	   26495	   17367
   482	resultados	   26413	   17313
   483	educación 	   26327	   17257
   484	atención	   26299	   17238
   485	gonzález 	   26281	   17226
   486	capacidad 	   26228	   17192
   487	efecto	   26209	   17179
   488	necesario	   26149	   17140
   489	valor	   26106	   17112
   490	aire	   26060	   17081
   491	investigación	   26001	   17043
   492	siguiente	   25891	   16971
   493	figura	   25859	   16950
   494	central	   25780	   16898
   495	comunidad  	   25745	   16875
   496	necesidad 	   25699	   16845
   497	serie	   25677	   16830
   498	organización	   25647	   16811
   499	nuevas 	   25638	   16805
   500	calidad	   25597	   16778
   501	economía 	   25553	   16749
   502	carácter	   25528	   16733
   503	jefe	   25526	   16731
   504	estamos 	   25495	   16711
   505	prensa 	   25472	   16696
   506	control	   25219	   16530
   507	sociales	   25197	   16516
   508	universidad	   25155	   16488
   509	militar	   25150	   16485
   510	cabo 	   25125	   16469
   511	diez	   25114	   16461
   512	fuerzas	   25106	   16456
   513	congreso 	   25073	   16435
   514	ésta	   25041	   16414
   515	hijos	   24995	   16383
   516	justicia	   24983	   16376
   517	mundial 	   24963	   16362
   518	dólares	   24939	   16347
   519	juego	   24922	   16336
   520	económica  	   24845	   16285
   521	políticos	   24824	   16271
   522	duda 	   24821	   16269
   523	recursos	   24800	   16256
   524	pública	   24775	   16239
   525	crisis	   24760	   16229
   526	próximo 	   24728	   16208
   527	tenemos 	   24716	   16201
   528	decisión	   24685	   16180
   529	varias	   24657	   16162
   530	popular	   24543	   16087
   531	tenido	   24472	   16041
   532	apenas 	   24440	   16020
   533	época 	   24358	   15966
   534	banco 	   24341	   15955
   535	presente	   24211	   15869
   536	menor 	   24142	   15824
   537	quiero	   24054	   15767
   538	pasar	   24048	   15763
   539	resultado	   24030	   15751
   540	televisión	   23938	   15691
   541	encuentra 	   23833	   15622
   542	gracias	   23794	   15596
   543	ministerio	   23781	   15588
   544	conjunto	   23735	   15557
   545	defensa 	   23717	   15546
   546	alguien	   23626	   15486
   547	queda 	   23600	   15469
   548	hacen 	   23508	   15409
   549	pasa 	   23503	   15405
   550	resto	   23366	   15316
   551	causa 	   23283	   15261
   552	seguir	   23261	   15247
   553	allá	   23155	   15177
   554	palabra	   23090	   15135
   555	voy	   23067	   15120
   556	cuya 	   23048	   15107
   557	vamos 	   23036	   15099
   558	mar 	   23022	   15090
   559	estudios	   23011	   15083
   560	derechos 	   22989	   15068
   561	importancia	   22969	   15055
   562	cuales	   22961	   15050
   563	contrario	   22957	   15048
   564	manuel 	   22924	   15026
   565	garcía	   22851	   14978
   566	fuerte	   22828	   14963
   567	sol	   22823	   14960
   568	jóvenes	   22791	   14939
   569	apoyo 	   22776	   14929
   570	habría	   22760	   14918
   571	civil	   22758	   14917
   572	miguel	   22755	   14915
   573	pedro	   22738	   14904
   574	partidos	   22728	   14897
   575	libre	   22640	   14840
   576	fuentes	   22592	   14808
   577	administración	   22536	   14772
   578	común  	   22536	   14772
   579	dejar	   22499	   14747
   580	cine	   22492	   14743
   581	salir	   22447	   14713
   582	comunicación 	   22434	   14705
   583	b	   22407	   14687
   584	experiencia	   22402	   14684
   585	demasiado  	   22378	   14668
   586	plan	   22279	   14603
   587	respuesta 	   22259	   14590
   588	energía	   22241	   14578
   589	izquierda	   22232	   14572
   590	función	   22148	   14517
   591	principal	   22074	   14469
   592	superior	   22014	   14429
   593	naturaleza	   22002	   14422
   594	podemos  	   21958	   14393
   595	unión	   21933	   14376
   596	especialmente 	   21931	   14375
   597	rey	   21907	   14359
   598	domingo 	   21823	   14304
   599	favor	   21818	   14301
   600	cantidad	   21812	   14297
   601	elecciones	   21781	   14277
   602	clase	   21733	   14245
   603	productos 	   21731	   14244
   604	españoles 	   21693	   14219
   605	conocer 	   21681	   14211
   606	teatro	   21663	   14199
   607	importantes	   21597	   14156
   608	evitar	   21587	   14150
   609	color	   21575	   14142
   610	actividades	   21564	   14134
   611	mesa 	   21558	   14130
   612	p	   21518	   14104
   613	decía	   21458	   14065
   614	cuyo 	   21444	   14056
   615	debido	   21378	   14013
   616	alta	   21377	   14012
   617	francisco	   21361	   14001
   618	secretario	   21351	   13995
   619	objeto	   21336	   13985
   620	quizá	   21323	   13976
   621	posición	   21168	   13875
   622	parecía	   21152	   13864
   623	natural	   21146	   13860
   624	elementos 	   21133	   13852
   625	hubo 	   21112	   13838
   626	objetivo	   21097	   13828
   627	formas 	   21083	   13819
   628	única	   21076	   13815
   629	pueda 	   21061	   13805
   630	origen	   21055	   13801
   631	blanco	   21035	   13788
   632	mismos  	   21006	   13769
   633	lleva	   20947	   13730
   634	económico  	   20927	   13717
   635	opinión	   20927	   13717
   636	ayuda 	   20918	   13711
   637	oficial	   20905	   13702
   638	silencio	   20896	   13697
   639	buenos 	   20881	   13687
   640	pensar 	   20880	   13686
   641	república	   20854	   13669
   642	dónde 	   20846	   13664
   643	sangre 	   20798	   13632
   644	encuentro 	   20719	   13581
   645	siquiera	   20708	   13573
   646	autor	   20676	   13552
   647	reunión	   20609	   13508
   648	haciendo 	   20582	   13491
   649	suelo	   20565	   13480
   650	muestra 	   20563	   13478
   651	viejo	   20558	   13475
   652	encima 	   20522	   13451
   653	resulta	   20497	   13435
   654	tomar 	   20492	   13432
   655	bastante	   20488	   13429
   656	siete	   20483	   13426
   657	lucha	   20434	   13394
   658	pudo 	   20404	   13374
   659	amigos 	   20369	   13351
   660	línea	   20338	   13331
   661	sur	   20334	   13328
   662	pocos 	   20289	   13299
   663	medidas 	   20225	   13257
   664	norte	   20173	   13223
   665	partes	   20137	   13199
   666	iglesia	   20101	   13175
   667	tratamiento	   20030	   13129
   668	existencia	   19997	   13107
   669	cargo	   19935	   13067
   670	grande 	   19882	   13032
   671	américa 	   19874	   13027
   672	boca 	   19829	   12997
   673	plaza	   19792	   12973
   674	pie	   19780	   12965
   675	trabajadores	   19723	   12928
   676	poner	   19722	   12927
   677	existen	   19634	   12869
   678	viene	   19630	   12867
   679	permite	   19607	   12852
   680	análisis	   19554	   12817
   681	argentina	   19553	   12816
   682	acto	   19520	   12795
   683	hechos 	   19465	   12759
   684	tiempos 	   19394	   12712
   685	políticas	   19285	   12641
   686	radio	   19271	   12631
   687	puedo 	   19230	   12605
   688	crecimiento	   19202	   12586
   689	francia	   19193	   12580
   690	compañía 	   19178	   12570
   691	amigo 	   19176	   12569
   692	autoridades	   19175	   12568
   693	realizar	   19166	   12563
   694	acciones 	   19075	   12503
   695	padres 	   19075	   12503
   696	diario	   19064	   12496
   697	ve	   19059	   12492
   698	derecha 	   19049	   12486
   699	ambiente 	   19000	   12454
   700	i	   18980	   12441
   701	habrá	   18951	   12422
   702	precisamente 	   18930	   12408
   703	enfermedad 	   18927	   12406
   704	especie 	   18903	   12390
   705	ejército	   18900	   12388
   706	santa	   18890	   12382
   707	cambios 	   18886	   12379
   708	río	   18885	   12378
   709	sabía	   18873	   12371
   710	seguro 	   18856	   12359
   711	espera 	   18850	   12355
   712	momentos  	   18847	   12353
   713	viaje	   18834	   12345
   714	quería	   18827	   12340
   715	ocho 	   18818	   12334
   716	vivir	   18817	   12334
   717	región	   18771	   12304
   718	formación	   18743	   12285
   719	escuela 	   18722	   12272
   720	cuarto	   18721	   12271
   721	valores	   18677	   12242
   722	quedó 	   18674	   12240
   723	participación	   18598	   12190
   724	éxito	   18595	   12188
   725	baja	   18542	   12154
   726	artículo	   18504	   12129
   727	principales	   18490	   12119
   728	fernando	   18468	   12105
   729	metros 	   18468	   12105
   730	marcha 	   18427	   12078
   731	régimen 	   18382	   12049
   732	consecuencia 	   18358	   12033
   733	conocimiento 	   18346	   12025
   734	corazón 	   18331	   12015
   735	campaña  	   18261	   11969
   736	estructura	   18261	   11969
   737	efectos	   18253	   11964
   738	finalmente	   18231	   11950
   739	modelo 	   18221	   11943
   740	carta	   18218	   11941
   741	construcción	   18098	   11863
   742	médico 	   18083	   11853
   743	miedo 	   18049	   11830
   744	mayores 	   17976	   11783
   745	entrada	   17955	   11769
   746	humanos  	   17917	   11744
   747	sean 	   17892	   11727
   748	actitud	   17843	   11695
   749	deja	   17838	   11692
   750	dejó	   17827	   11685
   751	d	   17810	   11674
   752	llevar	   17798	   11666
   753	negro	   17774	   11650
   754	texto	   17714	   11611
   755	mitad	   17705	   11605
   756	estuvo	   17681	   11589
   757	alrededor	   17639	   11562
   758	acerca 	   17598	   11535
   759	peso 	   17589	   11529
   760	humano  	   17581	   11524
   761	pequeño 	   17577	   11521
   762	fecha	   17551	   11504
   763	serán	   17529	   11490
   764	doctor	   17526	   11488
   765	ideas	   17495	   11467
   766	vino	   17491	   11465
   767	materia	   17468	   11450
   768	llega	   17456	   11442
   769	carrera	   17451	   11438
   770	cierta	   17389	   11398
   771	sola	   17362	   11380
   772	psoe 	   17360	   11379
   773	lejos	   17339	   11365
   774	juez	   17328	   11358
   775	características	   17307	   11344
   776	riesgo	   17271	   11320
   777	fácil	   17205	   11277
   778	diferencia	   17178	   11259
   779	cultural	   17164	   11250
   780	libros	   17146	   11238
   781	práctica	   17142	   11236
   782	mayo 	   17123	   11223
   783	nuestras	   17121	   11222
   784	programas 	   17118	   11220
   785	memoria 	   17083	   11197
   786	llegado	   17052	   11177
   787	plazo	   16976	   11127
   788	expresión	   16966	   11120
   789	diciembre	   16954	   11113
   790	mantener 	   16948	   11109
   791	enero	   16929	   11096
   792	volver	   16898	   11076
   793	cuadro 	   16891	   11071
   794	producto	   16851	   11045
   795	produce 	   16845	   11041
   796	europea 	   16842	   11039
   797	conciencia	   16829	   11031
   798	tenían	   16811	   11019
   799	atrás	   16786	   11003
   800	felipe	   16782	   11000
   801	creación	   16777	   10997
   802	chile	   16768	   10991
   803	precio	   16767	   10990
   804	película	   16761	   10986
   805	puerto	   16749	   10978
   806	fuego	   16685	   10936
   807	cuestión	   16666	   10924
   808	pasó 	   16644	   10909
   809	costa	   16638	   10905
   810	supuesto 	   16637	   10905
   811	local	   16607	   10885
   812	habla	   16597	   10879
   813	aspectos 	   16569	   10860
   814	cuba 	   16565	   10858
   815	sala	   16524	   10831
   816	cámara 	   16523	   10830
   817	vuelta	   16521	   10829
   818	vía	   16508	   10820
   819	mirada 	   16481	   10803
   820	mejores 	   16443	   10778
   821	informe	   16436	   10773
   822	unidad	   16427	   10767
   823	distintos	   16415	   10759
   824	suerte	   16390	   10743
   825	tales	   16386	   10740
   826	mira	   16334	   10706
   827	llamado 	   16312	   10692
   828	técnica	   16308	   10689
   829	título	   16308	   10689
   830	s	   16293	   10679
   831	principios	   16282	   10672
   832	octubre	   16228	   10637
   833	volvió	   16207	   10623
   834	período	   16199	   10618
   835	g	   16194	   10614
   836	encontrar	   16166	   10596
   837	democracia 	   16159	   10592
   838	aumento 	   16145	   10582
   839	fútbol	   16137	   10577
   840	prueba 	   16113	   10561
   841	consumo  	   16095	   10550
   842	pese 	   16043	   10515
   843	ocasiones 	   16026	   10504
   844	exterior	   15988	   10479
   845	solución	   15967	   10466
   846	u	   15967	   10466
   847	hija	   15958	   10460
   848	sueño 	   15944	   10451
   849	parís	   15929	   10441
   850	capaz 	   15925	   10438
   851	ocasión 	   15924	   10437
   852	industria	   15902	   10423
   853	adelante	   15900	   10422
   854	salida	   15899	   10421
   855	ciencia	   15885	   10412
   856	asunto 	   15844	   10385
   857	asociación	   15835	   10379
   858	puso 	   15831	   10377
   859	intereses	   15830	   10376
   860	oro	   15811	   10363
   861	podrá	   15804	   10359
   862	pregunta	   15741	   10318
   863	oposición	   15736	   10314
   864	entrar	   15711	   10298
   865	señora 	   15705	   10294
   866	señaló	   15699	   10290
   867	santiago	   15697	   10289
   868	dolor	   15685	   10281
   869	zonas 	   15679	   10277
   870	comercio 	   15637	   10249
   871	operación	   15633	   10247
   872	tribunal	   15609	   10231
   873	instituciones	   15606	   10229
   874	temas 	   15569	   10205
   875	militares	   15566	   10203
   876	junio	   15555	   10196
   877	marco 	   15548	   10191
   878	sectores	   15541	   10186
   879	hacerlo	   15539	   10185
   880	aspecto 	   15528	   10178
   881	razones 	   15527	   10177
   882	contenido	   15481	   10147
   883	juicio	   15481	   10147
   884	electoral	   15465	   10137
   885	considera	   15460	   10133
   886	tendrá	   15431	   10114
   887	mucha  	   15397	   10092
   888	voluntad	   15394	   10090
   889	dicen	   15383	   10083
   890	recuerdo	   15382	   10082
   891	socialista	   15371	   10075
   892	área	   15369	   10074
   893	aparece 	   15367	   10072
   894	vio	   15334	   10051
   895	cama 	   15328	   10047
   896	aun 	   15317	   10040
   897	presenta	   15315	   10038
   898	pp	   15293	   10024
   899	revolución	   15285	   10019
   900	busca 	   15280	   10015
   901	abril	   15278	   10014
   902	rodríguez	   15272	   10010
   903	fiscal	   15265	   10006
   904	lópez	   15245	    9992
   905	victoria	   15241	    9990
   906	violencia	   15235	    9986
   907	primeras	   15226	    9980
   908	pequeña 	   15214	    9972
   909	armas 	   15153	    9932
   910	debía	   15149	    9929
   911	ii	   15123	    9912
   912	esfuerzo	   15109	    9903
   913	humana  	   15107	    9902
   914	posibilidades	   15090	    9891
   915	centros	   15076	    9882
   916	profesional	   15075	    9881
   917	asimismo 	   15048	    9863
   918	grado	   15048	    9863
   919	has 	   15027	    9850
   920	toma 	   15003	    9834
   921	distintas	   14926	    9783
   922	material	   14915	    9776
   923	carne	   14905	    9770
   924	llama	   14903	    9768
   925	particular	   14876	    9751
   926	jorge	   14867	    9745
   927	trabajar	   14837	    9725
   928	propuesta 	   14830	    9720
   929	muerto 	   14816	    9711
   930	precios	   14809	    9707
   931	reforma	   14779	    9687
   932	hermano 	   14736	    9659
   933	corte	   14735	    9658
   934	comenzó  	   14733	    9657
   935	etapa	   14716	    9646
   936	obstante	   14695	    9632
   937	pone 	   14685	    9625
